rxn,r1_radius,r2_radius,alpha_angle,psi_1_dihedral,psi_2_dihedral,psi_1_dihedral_sin,psi_1_dihedral_cos
rxn_1414,1.3450052032228248,1.3485236873024364,174.0276763710924,83.18577624751863,134.21446016560313,0.9929360835686738,0.11865046964636809
rxn_776,1.2094168682884572,1.3675008360251708,165.68392722760672,25.15967892056869,-10.0,0.42514242718209555,0.905126464428986
rmg_rxn_15405,1.2820402360097936,1.397463581927748,171.63276478936302,67.27355595236686,339.762852875408,0.9223598817903561,0.38633178546901936
rmg_rxn_1156,1.257995213097712,1.2635080033755688,176.55057713122594,321.82922437116486,-10.0,-0.6180074795868689,0.7861722172493033
rmg_rxn_16527,1.2096069901996045,1.482283876049651,167.72065425148594,30.095412758920546,354.24786730708587,0.5014414694008241,0.8651915699803959
rmg_rxn_151,1.317638737143607,1.3486825766694306,173.83791005758502,8.718175629394123,324.91170424327004,0.15157438718582844,0.9884458534230596
rxn_1586,1.2595926801860722,1.430035158005251,176.84239999370018,126.93059411999396,11.750877094233005,0.7993639392361838,-0.6008471458272983
rmg_rxn_28,1.3055735794248111,1.360571148656115,169.80624640811502,324.34927087244705,343.66038985509283,-0.5828426534242509,0.8125850363804261
rxn_1880,1.3054195337703394,1.387010355632273,177.1397342345992,295.3666851454529,253.5985442990132,-0.9035845461524319,0.4284098130931454
rxn_1320,1.2395058241688497,1.484425031923061,175.99480910401743,0.0181146194878975,179.98608527756926,0.00031615974754267765,0.9999999500215058
rmg_rxn_506,1.194069159618217,1.4197082778649568,173.06217894518755,29.789680021561608,85.85412007193574,0.4968176531339188,0.8678549530506265
rxn_927,1.2742761763888384,1.416441628403011,175.0521589355564,65.42346634056842,224.8911250566925,0.9094065267868015,0.41590836615481375
rmg_rxn_63,1.33576901806746,1.3572980865459408,176.17308473143265,146.4639137117176,245.22756686078884,0.5524620775652036,-0.8335380332368397
rxn_1369,1.320668911652933,1.3755699190363218,174.07901649035486,61.002087663821946,123.92044318284329,0.8746373713765888,0.48477775174965604
rmg_rxn_15701,1.213127518523018,1.4148467191836684,168.7619575765886,40.87812623170205,337.1321597387358,0.6544522043786866,0.7561033740064105
rxn_1969,1.2139514945990713,1.5335825068041762,174.61067909370146,324.0112063397671,21.326563851554543,-0.5876270074183234,0.809131942363287
rxn_660,1.1461675098817878,1.2638597304552022,158.16524117298266,73.82764680145404,308.1077529349132,0.9604281948180438,0.27852770526206855
rxn_1135,1.2993634719667526,1.409794599912326,174.69204305857602,296.9616410658606,247.33371496706857,-0.8913102664464733,0.45339387835205375
rmg_rxn_524,1.315424385994676,1.3872766366512883,176.3170225590036,32.476440425424144,358.5040820447627,0.5369527669944346,0.8436123078861643
rxn_1233,1.244821598645454,1.457000977557083,175.326297463353,0.0339226630150478,359.9668742814287,0.0005920621260670832,0.9999998247312041
rxn_1843,1.3291106213240609,1.3655490758116355,173.54663025608977,285.4701379196409,29.51635286995233,-0.9637696047248504,0.2667361036839701
rmg_rxn_346,1.2493633556348114,1.4815064670963607,168.3953740112061,337.6624814626594,354.56214845492485,-0.38006192581666065,0.9249610437983489
rmg_rxn_15618,1.331255734570111,1.39608472961005,168.24185640398295,301.95088191054583,18.300608543797225,-0.848502069629357,0.5291920613866933
rxn_1918,1.339077566411512,1.3505334188824016,176.2817853969394,339.79481614044306,319.2489628483212,-0.34538310813294903,0.9384617779198169
rmg_rxn_618,1.2967059933027694,1.407902530750856,174.1129376408453,236.55523789192483,128.69458389642335,-0.8344175475666458,-0.5511327937193218
rxn_1036,1.3337243470403637,1.38365294353015,173.6530245272974,325.7766490669574,211.4746986608517,-0.5624204084005243,0.8268514281384458
rxn_1649,1.274295073468126,1.4163968539886311,175.05750367004654,65.3445693052074,224.97133385984637,0.9088329535331209,0.417160236087123
rxn_334,1.3240827192356752,1.4070747500086185,168.9038761381908,0.0020445335173744,60.99057279687343,3.568384153799105e-05,0.9999999993633317
rxn_872,1.2649872668383115,1.4504731294285793,175.44927418038029,102.62836450843176,315.30444787706386,0.9758086496571053,-0.21862634620369223
rmg_rxn_396,1.1798742790652397,1.3072612297902044,172.52031820765214,337.0460577889323,281.0935315603621,-0.3899910452359632,0.9208186491572382
rmg_rxn_275,1.2738432910511186,1.2756660946735994,170.13896716139956,1.1707905688459035,332.3298410977332,0.02043272824545541,0.9997912300157705
rxn_938,1.2867888310518978,1.3698899943327114,175.1409486315361,250.841290304422,140.92245111144285,-0.9446131233194662,-0.32818599490630734
rxn_1005,1.3348092116422428,1.3601792685781082,173.9034218945451,328.1019528825588,304.1765701953086,-0.5284093978686635,0.8489896985500334
rmg_rxn_16613,1.3278016089362847,1.3865482279206571,172.9745534797552,348.1280553174041,46.20061335128205,-0.20572502627424413,0.9786098372510168
rxn_1658,1.2399922772905376,1.481283723471431,171.62899523466788,168.14520420926775,245.93995250958224,0.20543211461243324,-0.9786713678686345
rxn_1510,1.2715729244589562,1.4368586560780383,177.19087841940254,196.53648648284985,329.92905159022934,-0.28462587235896003,-0.9586386768662638
rmg_rxn_1162,1.2018281461933245,1.4100403883404915,169.71358713760722,15.641549670720476,-10.0,0.2696182146842743,0.9629672986713851
rxn_1874,1.3285030948773715,1.3664283170494018,172.6906489757189,344.9675645520645,311.5023487673666,-0.25936581938919223,0.9657791526703053
rmg_rxn_15599,1.337143203347549,1.3619584275873684,168.43576684802963,16.72073315527212,307.1587441127878,0.2877071004229691,0.957718447335232
rxn_1488,1.3331627836028197,1.3596592748400047,174.76775589945737,19.16871430352789,254.460221764647,0.3283509319633666,0.9445558032635174
rmg_rxn_64,1.3270376354276354,1.3603298735960567,173.74105188578025,82.90828864030175,353.8090185593757,0.9923498081937324,0.12345792067689455
rxn_577,1.282125917945928,1.4001486341730989,174.7308726940024,307.41461582352105,102.0289060304564,-0.7942596566093457,0.6075784705557005
rmg_rxn_642,1.3166505943395796,1.3482503714735137,172.6753480847195,14.66653929268497,323.94374674205653,0.2531930174478886,0.9674157823374773
rmg_rxn_16548,1.3029568094808197,1.419006640375043,174.31607773622642,5.110564927142522,339.1840830634951,0.0890779581191464,0.9960246570127286
rxn_97,1.2420368703047224,1.3737875187534423,175.5540333429409,85.50059915591395,320.59773742181926,0.9969181541444829,0.07844867071631567
rxn_32,1.239175804316563,1.2988409285523768,170.0087997012397,356.99703577564526,317.5096889522885,-0.05238762074596863,0.9986268257925863
rxn_437,1.0971610693381475,1.2896283381697036,162.7094624492167,56.45607729493571,308.0816691710901,0.8334624644984274,0.5525760764566338
rxn_573,1.2621717555062164,1.417795554268532,176.61383213970774,337.6476678198726,332.9929763557721,-0.38030105886687476,0.9248627490740093
rxn_1908,1.3176156666052996,1.3719518427084978,174.75756837781177,179.82636869129686,352.5268699791724,0.0030304333830530835,-0.9999954082262132
rmg_rxn_174,1.1835097985033252,1.3340964319127513,171.75410430318777,348.282830985866,25.46371816619397,-0.20308071606773465,0.9791620002642137
rmg_rxn_15490,1.2543092834562188,1.4419449623969387,169.9748043371852,61.35818907987803,359.97680576809086,0.8776334219441198,0.47933242816093163
rxn_711,1.1338510948119682,1.337654571870799,161.5016399288346,11.9726664574419,40.96445609513668,0.20744503177508825,0.9782466758399093
rxn_1837,1.2771644583113049,1.413829341655401,175.98491916385913,4.802414776925107,188.95910265317667,0.08371984125474931,0.996489331694163
rxn_228,1.230070164625347,1.3078309526132967,162.86344122035186,15.33440467112241,319.00894252135447,0.2644521947706919,0.9643987954580636
rmg_rxn_663,1.303846533649546,1.4111672789908478,174.58714254578604,345.8552067723221,265.4277143121202,-0.2443731728300339,0.9696812633030414
rmg_rxn_16700,1.1927031915323405,1.325867383381007,160.5025711515021,299.3868692210792,8.253828935717175,-0.8713262912680839,0.49070408001666976
rmg_rxn_258,1.3263402727991649,1.3498204200124748,175.16563989048095,111.3627558339224,353.9998099693132,0.9312928012095385,-0.364271489984175
rmg_rxn_634,1.233497017660815,1.4926958266819306,177.73940385964968,329.93512076517703,67.51512602519716,-0.500980328523403,0.8654586705513921
rxn_1239,1.2798143112081126,1.4396211482085357,173.9424993038983,116.25951083239896,241.963233252622,0.8967993113151101,-0.44243756082044416
rmg_rxn_15672,1.3333458999200538,1.3717435074268975,176.3659891590681,1.8199476773224024,322.44440897567483,0.031758738022531596,0.9994955640517952
rmg_rxn_1496,1.2192567114302115,1.3783890832299333,177.28435759177484,333.7480727799471,88.41742051234365,-0.4423188574810776,0.8968578640546305
rmg_rxn_176,1.341029762751357,1.3422220547616683,178.51212823583464,59.00182731497485,24.25570343648652,0.8571837262018221,0.5150107373004563
rmg_rxn_507,1.1937842479007204,1.4147771220367016,169.455628293226,4.990719199562985,57.34132968439796,0.08699437746493498,0.9962088025557134
rxn_1957,1.3244895095611366,1.3747120902603909,170.59645322525216,298.5778051636841,102.16604621284878,-0.878168341836277,0.47835171516001046
rxn_1219,1.307782505288479,1.3914762313353457,173.66774382596716,116.33961846799176,57.62548628363165,0.8961798444498051,-0.44369098075341024
rxn_704,1.2692438357798796,1.4312949394267207,177.41668880764894,317.93733470618,80.88533067029638,-0.6699429951510276,0.7424125424910804
rxn_433,1.2458966138114445,1.2927643306058123,170.76041680313483,301.71239123964705,47.454135576439086,-0.8506974468615667,0.5256556419398652
rmg_rxn_42,1.3067566231413248,1.4346168463776816,170.35455822135071,265.9322186651129,196.56034372904364,-0.997480829801203,-0.07093655037499043
rmg_rxn_15591,1.3366001560346372,1.3688521360149997,176.04390242691252,321.2248854181672,30.159389073987303,-0.6262652604791452,0.779610045803021
rxn_197,1.2092466301026237,1.326062429684575,163.35184508316465,5.837880018559742,333.5591667355567,0.10171402157173184,0.9948136799500222
rxn_1371,1.3250816931821854,1.393049890505191,176.83737094798957,118.77450348501144,0.0801150944278839,0.876520972758386,-0.48136367157762605
rmg_rxn_511,1.2102744471415852,1.3047003831056014,175.0042726137139,25.574738472276177,76.10425116436969,0.43168809171362077,0.9020229439834957
rmg_rxn_499,1.3431316993656357,1.3540701122584986,170.46183028278998,64.75936344129435,150.57160145620404,0.9045248444683505,0.42642092554130867
rxn_347,1.3355839579394249,1.335935893810712,178.7275541671363,119.7950307888536,0.0559334207156771,0.8678085522074784,-0.4968986986454685
rmg_rxn_383,1.2032694544088327,1.361690828668514,167.8847742762305,182.35248694159932,298.8570305594214,-0.041047107520343795,-0.9991572123365838
rxn_1603,1.2451042623410022,1.4708976464984262,173.8243503193798,0.0281423003942246,359.9733358916648,0.0004911757812148571,0.9999998793731687
rxn_1067,1.3186414628765424,1.3423189927017067,168.62698410676768,96.84010974740026,119.9332597303502,0.9928823764429224,-0.11909906191509152
rmg_rxn_226,1.3255920940597372,1.3665840779137763,174.14099198297666,290.3574731951046,343.6730252563596,-0.9375404528841386,0.34787626996649884
rxn_91,1.278973580780253,1.311794999924215,174.98655781193202,154.41739213727223,314.92492770633214,0.4318119775825036,-0.9019636445091828
rxn_590,1.2885693618318612,1.4345813644326235,164.0363944233594,239.0097861610679,188.87887798475296,-0.8572552570787423,-0.5148916625959867
rxn_928,1.2486870546103863,1.446253289933613,174.84869649966498,57.5830351797017,116.90857669116797,0.8441692344810718,0.5360767702070676
rxn_778,1.162492243423016,1.3593851724879802,174.3324034310083,329.2193113208774,356.20808088443675,-0.5117533266810014,0.8591324302055698
rxn_900,1.2832666668771036,1.4164533267479973,175.63274354862364,322.4877736275542,335.7899517179922,-0.6089307091773779,0.7932234183511828
rxn_1913,1.3151037637942864,1.3814947455185802,175.0655950274259,78.26120310431949,241.5450605828549,0.979085272055517,0.20345031345263231
rxn_881,1.2809676812984023,1.4251144731285224,172.96638007662204,307.0707443248256,19.687025541026205,-0.7978918275764121,0.6028006565082467
rxn_1054,1.2287211769270387,1.5011768492855233,170.57273125796152,59.48589128850693,324.7810580538805,0.8615041563129541,0.5077505181243098
rxn_1140,1.3049009685283863,1.403010430363162,176.4914973266098,95.44698131433508,349.9847929543401,0.9954844631161861,-0.0949246211173831
rxn_1865,1.3084052562180042,1.3839292596560406,174.41188330140872,276.2914068682241,36.885969386430105,-0.9939774020573425,0.10958523714139638
rmg_rxn_227,1.307816095016807,1.3645743546906377,176.5813342194299,317.0707250257832,313.36089864473547,-0.6810950689898642,0.7321949924696919
rmg_rxn_664,1.311781732116141,1.4058468982665435,173.02702295626642,27.24937864181678,239.27689290340092,0.45786427392482615,0.889022106959828
rxn_871,1.2786518363526849,1.4335487628915065,172.39132101624355,81.83921877249615,337.40070061704733,0.9898736280630822,0.14195140177268661
rmg_rxn_16774,1.223300556883681,1.3234749114278268,179.9858341667081,89.43662670419033,270.56463715479424,0.9999516592087019,0.009832560488708952
rxn_780,1.2312187694325996,1.3063762950531266,164.81286266369213,0.9284199825387504,339.63806492395935,0.016203276434808143,0.9998687182989461
rxn_1209,1.278394121409926,1.4626145146848826,171.11677194595222,218.12185043143788,76.08269989078968,-0.6173359373550401,-0.7866996507244515
rmg_rxn_302,1.2537100094686158,1.2595375031918328,173.21123321980232,53.14595527619812,62.42917102154933,0.8001659807873129,0.5997786284877759
rxn_944,1.28845524211532,1.4093551262175386,177.62709269041576,342.01284089220485,76.7679585564515,-0.30880383977857234,0.9511257480154818
rmg_rxn_1532,1.2599942731727154,1.3580001806700055,177.61974783399708,32.54970500689602,226.65161735033064,0.5380310616681486,0.8429250124893939
rxn_1989,1.2944521965609694,1.4266638127562834,166.69994217117974,295.8167053247812,61.90024175532355,-0.900191835886193,0.43549358043930486
rxn_581,1.3036024870037315,1.3867438945371091,172.6406244669569,313.1189744183135,77.57326124790964,-0.7299359594935221,0.6835155411826942
kfir_rxn_13897,1.18275557951739,1.389100943377746,171.4123580376498,359.95270518070544,0.0497829713846467,-0.0008254502220863501,0.9999996593159074
rxn_1228,1.3152903912825746,1.3823622493167924,173.53471253185165,74.11125260318127,2.0677956082023616,0.9617950952150981,0.27377033224982655
rxn_554,1.326615047425049,1.3431144808379047,177.1711501740815,135.18757136991434,250.80325974232127,0.7047881138349467,-0.7094178702266938
rmg_rxn_15711,1.2385064530988,1.3963277235400324,176.3074811089038,127.1855131819008,267.91761058716287,0.7966827610186015,-0.6043976987843169
rxn_1926,1.2800103680369563,1.4068901724147638,176.7888383621967,156.49019515275066,84.5258375821597,0.39890599670343924,-0.9169918242787314
rmg_rxn_15371,1.3294727891717577,1.334103222938295,177.55237349147112,328.34677905750846,76.46356901611766,-0.5247768324953708,0.851239846386508
rxn_1265,1.2993056258507352,1.4098426702665,174.69095011240336,62.99385748552359,112.71163389162034,0.8909578480623339,0.45408601935771503
rxn_1177,1.3431325425352934,1.3643185841617236,178.8721165487778,282.1900820693562,121.1766869369078,-0.9774524600797457,0.2111556020664692
rmg_rxn_199,1.2922011571898162,1.4192942579476993,174.0851448064796,96.0397423793732,290.35780858829105,0.9944491514873521,-0.10521827363193766
rmg_rxn_1523,1.2064973706004536,1.4043139800195876,175.9667116823025,85.93553876822376,255.33743611704628,0.9974849386677062,0.07087874950281314
rmg_rxn_53,1.1696466749538734,1.3265950534811726,171.09987611971243,353.54160382761927,11.328803825597532,-0.11248172784280895,0.9936537932808873
rmg_rxn_61,1.214162752192743,1.5846799177087325,175.82481624553637,254.2809640307609,143.28328507875844,-0.9626017889113739,-0.2709202760677441
rmg_rxn_16791,1.2258748842342209,1.232004472808026,180.0,27.22255450913157,182.7774203639332,0.4574480107851472,0.8892363675810341
rmg_rxn_15590,1.1912592562689124,1.4356792362980504,164.24202572923713,313.7661409544356,319.47232093445257,-0.7221691253194635,0.6917165275134901
rxn_366,1.377909313459514,1.393215509745845,175.94007983929654,179.9942194650758,0.0064498371814489,0.00010088936678304044,-0.9999999949106678
rxn_1310,1.2922070613612056,1.4194486267532542,177.45691021620104,223.89650205428785,68.79870937284623,-0.693357836855677,-0.7205934429835013
rxn_935,1.2456160439850226,1.4900267770140485,173.17341202435827,74.82076655241437,11.384797790294757,0.9651114601668159,0.2618393962998627
rxn_931,1.331313938521723,1.3601987688582606,174.4398749179244,258.4092619356881,53.70627201596375,-0.9796077413023948,-0.20091956893349222
rxn_1276,1.2520168722648966,1.4555772987631266,171.06604051877986,160.04905166922077,251.10430428889063,0.3412155348933586,-0.9399850843217882
rxn_3174,1.1335517312904588,1.4605358203960326,165.8496473403119,356.13184806521457,270.25789303748525,-0.0674607137899126,0.9977219312488603
rxn_1910,1.3405657455047215,1.3496182078446486,179.10977728486688,232.2708458020432,181.33434659404688,-0.7909122631224814,-0.6119295646089301
rxn_890,1.293996627078016,1.39770467300076,176.96997027211103,87.51214086967674,336.41569426836844,0.9990574420202266,0.043407689917818286
kfir_rxn_13108,1.1560196518201094,1.76507316675445,174.1431890126435,32.59407444883058,342.8109589451683,0.5386836553804702,0.8425081123798956
rxn_715,1.114290175105867,1.4156600610967998,174.6954235909837,359.9888019457171,0.0125238974136317,-0.00019544291580897156,0.9999999809010331
rxn_1325,1.3211760997766702,1.3695095724249695,177.85317005160428,28.162475952612493,273.21100879664533,0.47197348191863264,0.881612745124299
rxn_1499,1.301392695053725,1.4027631977108357,172.28638739955304,43.23883007101095,11.775196759079844,0.6850409799015728,0.7285045338606294
rmg_rxn_16713,1.1356917523430496,1.4889330300308574,167.64419678539662,180.01953828912653,359.98739402292256,-0.00034100746885564457,-0.9999999418569514
kfir_rxn_13712,1.2927869686254825,1.4163513206608018,176.4195170654501,74.90667711040025,88.84489997691816,0.9655029828831806,0.26039199304832833
rmg_rxn_15517,1.1402969411142387,1.5161880548439126,164.94082745903702,84.23124901350594,41.552829790741534,0.9949356767777878,0.10051367605816257
rxn_143,1.4181421767598794,1.4467528718030294,176.90280328990755,103.56998078531082,-10.0,0.9720840661475493,-0.23463283730553805
rmg_rxn_48,1.2035569740727576,1.3151805389688511,173.1417858353943,5.620723598889644,30.004497719939447,0.09794286217600601,0.9951920396329403
rmg_rxn_606,1.2541734642444469,1.3361096187608774,163.70226002189912,5.974028678522027,287.06035964642564,0.10407765061665945,0.9945691743876424
rmg_rxn_26,1.2514276458058105,1.4719069621185494,173.8555084273502,271.49434474111524,116.08193778274658,-0.9996599038464786,0.026078279115944365
rmg_rxn_1449,1.2923428037370388,1.3878075851562992,174.544596003106,332.62371933566595,14.966298147727036,-0.4598322070994819,0.8880058227928571
rxn_843,1.3355896703307502,1.3359303167495795,178.71903402757107,359.8949659511891,0.0991419692291443,-0.0018331889516863078,0.999998319707722
rmg_rxn_15421,1.267224795995612,1.421083083068173,173.15965176828533,322.8047353921894,18.490737131284103,-0.6045332810454402,0.7965798843232452
rxn_949,1.3339963049515733,1.3686283475559848,171.91882406723417,180.00000085377366,60.972618407554464,-1.4901161515472184e-08,-0.9999999999999999
rxn_1824,1.3047166010186633,1.3777014464252324,176.65102610230966,16.20197991409555,342.17866978519123,0.2790242898003355,0.9602840442813878
rmg_rxn_15477,1.266787336691754,1.4312923575051282,179.5312688956773,111.59236958915928,79.5540190565959,0.9298255029219697,-0.3680007257002438
rxn_256,1.179830934002531,1.374194559531726,162.24022651983057,90.78171580111074,342.17496501796245,0.9999069286991875,-0.01364309126840565
rmg_rxn_16532,1.2736319177042652,1.3438163563512568,167.0796862335207,347.8893606273248,46.33840170259436,-0.209800125895266,0.9777442953933971
rxn_596,1.2741756055346625,1.424453409672252,173.27536038907496,121.57066611088588,157.32786739894837,0.8519950891142799,-0.5235497761676059
rxn_1215,1.3097389334516758,1.3839933450544364,175.68572760042267,334.1644968945011,349.6927166197008,-0.4357888947832126,0.9000489093286131
rxn_1000,1.3366250393791768,1.3670809023036268,170.71941871461323,96.7045781666754,315.7711913749943,0.9931613238997999,-0.11675009511600733
rmg_rxn_339,1.3123049818204109,1.40290761678277,169.8563752996766,307.5862840867848,32.01276735170185,-0.7924356819883488,0.6099554819096722
rxn_1216,1.3316119028956868,1.3594494064838778,172.26645134885916,0.3366378044850802,60.83008898992856,0.005875404270897672,0.9999827396633671
rxn_1349,1.3029917129668798,1.397607098605924,175.82273456189873,61.97138906750624,240.44858956247785,0.8827130498247342,0.46991240850728383
rxn_1237,1.3255648902311423,1.3644978251371738,174.0678492178935,79.58388656996917,341.232545210106,0.9835206640840238,0.18079575028114114
rmg_rxn_187,1.3362544615111704,1.348903664717135,176.77594972376372,58.421745746036,257.6394725533113,0.8519257437149792,0.5236626081702603
rxn_415,1.2300954585521295,1.3218952150354777,171.81818076323034,302.04936555470505,53.27373299054402,-0.8475912075268928,0.5306497384557008
rxn_1396,1.3473437845415237,1.3498937194102756,177.69583941173096,224.3576857678449,194.635219602292,-0.6991354954855226,-0.714989201982948
rxn_604,1.296311543327057,1.400200781729711,174.42991170312973,74.79835104708974,231.40877300676863,0.965008948357906,0.2622169513764668
rxn_912,1.3267522112344732,1.364459558750801,177.33007564587575,125.77564824458044,65.69701256700445,0.8113123634491907,-0.5846129051898259
rxn_1982,1.3430139610576064,1.3485896761747282,174.16358408403138,265.9175392107842,351.98855807733213,-0.9974626227781883,-0.07119210743093365
rmg_rxn_16804,1.2319603008772737,1.3035283678784872,180.0,44.90003992188539,45.10663458584416,0.705872064227285,0.7083393458953918
rxn_1478,1.2563734174237746,1.4559594679053491,176.79886134195397,89.37582663972988,104.88879116623468,0.9999406622734958,0.01089366476640256
rxn_1180,1.2923035538392298,1.4194237676227228,177.45557426980724,223.8807131998221,68.81742529121212,-0.6931592384018901,-0.7207844825036896
rxn_114,1.3173153508631448,1.3699797971307857,176.02838315106456,9.06754961530279,19.74862404793342,0.1575988042542919,0.987503223740367
rxn_867,1.2603987647852872,1.4533751897879843,178.11240909383403,0.0089669132704444,240.26034015987145,0.00015650215967116153,0.9999999877535369
