rxn,r1_radius,r2_radius,alpha_angle,psi_1_dihedral,psi_2_dihedral
rmg_rxn_16527,1.2096069901996045,1.482283876049651,167.72065425148594,30.095412758920542,354.24786730708587
rmg_rxn_1160,1.1652428192231694,1.3140554294101123,180.0,-10.0,240.57181734725273
rmg_rxn_151,1.3176387371436067,1.3486825766694306,173.83791005758502,8.718175629394123,324.91170424327004
rxn_1586,1.2595926801860722,1.430035158005251,176.84239999370018,126.93059411999396,11.750877094233005
rmg_rxn_28,1.3055735794248113,1.360571148656115,169.80624640811502,324.34927087244705,343.66038985509283
rxn_798,1.178134679375103,1.1873893184278443,174.59260732842205,-10.0,119.98480609537513
rxn_1880,1.3054195337703394,1.387010355632273,177.1397342345992,295.3666851454529,253.5985442990132
rxn_1320,1.2395058241688495,1.484425031923061,175.99480910401743,0.018114619487897585,179.98608527756926
rmg_rxn_506,1.194069159618217,1.4197082778649568,173.06217894518755,29.789680021561608,85.85412007193574
rxn_927,1.2742761763888384,1.416441628403011,175.0521589355564,65.42346634056842,224.89112505669252
rmg_rxn_63,1.33576901806746,1.3572980865459408,176.17308473143265,146.4639137117176,245.22756686078884
rxn_682,0.9408474605255391,1.24026027862651,159.44763843524558,-10.0,300.8918398284777
rxn_1369,1.320668911652933,1.3755699190363218,174.07901649035486,61.002087663821946,123.92044318284327
rmg_rxn_15701,1.213127518523018,1.4148467191836684,168.7619575765886,40.87812623170205,337.1321597387358
rxn_1969,1.2139514945990713,1.5335825068041762,174.61067909370146,324.0112063397671,21.326563851554543
rxn_660,1.1461675098817878,1.2638597304552022,158.16524117298266,73.82764680145404,308.1077529349132
rxn_1135,1.2993634719667526,1.409794599912326,174.69204305857602,296.9616410658606,247.33371496706857
rmg_rxn_524,1.315424385994676,1.3872766366512883,176.3170225590036,32.476440425424144,358.5040820447627
rxn_1233,1.244821598645454,1.457000977557083,175.326297463353,0.03392266301504783,359.9668742814287
rxn_1843,1.3291106213240607,1.3655490758116355,173.54663025608977,285.4701379196409,29.516352869952332
rmg_rxn_346,1.2493633556348114,1.4815064670963607,168.3953740112061,337.6624814626594,354.56214845492485
rmg_rxn_15618,1.331255734570111,1.39608472961005,168.24185640398295,301.95088191054583,18.300608543797225
rxn_1918,1.339077566411512,1.3505334188824016,176.2817853969394,339.79481614044306,319.2489628483212
rmg_rxn_618,1.2967059933027694,1.4079025307508561,174.1129376408453,236.55523789192483,128.69458389642335
rxn_1036,1.3337243470403637,1.38365294353015,173.6530245272974,325.7766490669574,211.47469866085171
rxn_1649,1.274295073468126,1.4163968539886311,175.05750367004654,65.3445693052074,224.97133385984634
rxn_334,1.3240827192356752,1.4070747500086185,168.9038761381908,0.0020445335173744587,60.99057279687343
rxn_872,1.2649872668383115,1.4504731294285793,175.44927418038029,102.62836450843176,315.30444787706386
rmg_rxn_396,1.1798742790652397,1.3072612297902044,172.52031820765214,337.0460577889323,281.0935315603621
rmg_rxn_275,1.2738432910511186,1.2756660946735994,170.13896716139956,1.1707905688459035,332.3298410977332
rxn_938,1.2867888310518978,1.3698899943327114,175.1409486315361,250.84129030442196,140.92245111144283
rxn_1005,1.3348092116422428,1.3601792685781082,173.9034218945451,328.1019528825588,304.1765701953086
rmg_rxn_16613,1.3278016089362847,1.3865482279206571,172.9745534797552,348.1280553174041,46.200613351282044
rxn_1658,1.2399922772905376,1.481283723471431,171.62899523466788,168.14520420926777,245.93995250958224
rxn_1510,1.2715729244589562,1.4368586560780385,177.19087841940254,196.53648648284982,329.92905159022934
rmg_rxn_1162,1.2018281461933245,1.4100403883404915,169.71358713760722,15.641549670720476,-10.0
rxn_1874,1.3285030948773717,1.3664283170494018,172.6906489757189,344.9675645520645,311.5023487673666
rmg_rxn_15599,1.337143203347549,1.3619584275873684,168.43576684802963,16.72073315527212,307.1587441127878
rxn_1488,1.3331627836028195,1.3596592748400047,174.76775589945737,19.16871430352789,254.460221764647
rmg_rxn_64,1.3270376354276354,1.3603298735960567,173.74105188578025,82.90828864030175,353.8090185593757
rxn_577,1.2821259179459281,1.4001486341730989,174.7308726940024,307.41461582352105,102.0289060304564
rmg_rxn_642,1.3166505943395796,1.3482503714735135,172.6753480847195,14.66653929268497,323.94374674205653
rmg_rxn_16548,1.3029568094808195,1.419006640375043,174.31607773622642,5.110564927142522,339.1840830634951
rxn_97,1.2420368703047224,1.3737875187534423,175.5540333429409,85.50059915591395,320.59773742181926
rxn_32,1.239175804316563,1.2988409285523768,170.0087997012397,356.99703577564526,317.5096889522885
rxn_437,1.0971610693381477,1.2896283381697036,162.7094624492167,56.45607729493571,308.0816691710901
rxn_573,1.2621717555062164,1.4177955542685319,176.61383213970774,337.6476678198726,332.9929763557721
rxn_1908,1.3176156666052996,1.3719518427084978,174.75756837781177,179.82636869129686,352.5268699791724
rmg_rxn_174,1.1835097985033252,1.3340964319127513,171.75410430318777,348.282830985866,25.463718166193974
rmg_rxn_15490,1.2543092834562188,1.4419449623969387,169.9748043371852,61.35818907987803,359.97680576809086
rxn_711,1.1338510948119682,1.337654571870799,161.5016399288346,11.9726664574419,40.96445609513668
rxn_1837,1.2771644583113047,1.413829341655401,175.98491916385913,4.802414776925107,188.95910265317667
rxn_228,1.230070164625347,1.3078309526132967,162.86344122035186,15.33440467112241,319.00894252135447
rmg_rxn_663,1.303846533649546,1.4111672789908478,174.58714254578604,345.8552067723221,265.4277143121202
rmg_rxn_16700,1.1927031915323405,1.325867383381007,160.5025711515021,299.38686922107917,8.253828935717175
rmg_rxn_258,1.3263402727991647,1.3498204200124748,175.16563989048095,111.36275583392239,353.9998099693132
rmg_rxn_634,1.233497017660815,1.4926958266819306,177.73940385964968,329.93512076517703,67.51512602519716
rxn_1239,1.2798143112081126,1.4396211482085357,173.9424993038983,116.25951083239896,241.963233252622
rmg_rxn_15672,1.3333458999200538,1.3717435074268975,176.3659891590681,1.8199476773224024,322.44440897567483
rxn_30,1.139367442396317,1.202297421480555,171.48857678294704,-10.0,180.60429113539928
rmg_rxn_1496,1.2192567114302117,1.3783890832299333,177.28435759177484,333.7480727799471,88.41742051234365
rmg_rxn_176,1.341029762751357,1.3422220547616683,178.51212823583464,59.001827314974854,24.255703436486517
rmg_rxn_507,1.1937842479007204,1.4147771220367016,169.455628293226,4.990719199562985,57.34132968439796
rxn_1957,1.3244895095611366,1.3747120902603909,170.59645322525216,298.5778051636841,102.16604621284878
rxn_1219,1.307782505288479,1.3914762313353455,173.66774382596716,116.33961846799176,57.62548628363165
rxn_704,1.2692438357798796,1.4312949394267207,177.41668880764894,317.93733470617997,80.88533067029638
rxn_433,1.2458966138114445,1.2927643306058125,170.76041680313483,301.71239123964705,47.454135576439086
rmg_rxn_42,1.3067566231413248,1.4346168463776816,170.35455822135071,265.9322186651129,196.56034372904364
rmg_rxn_15591,1.3366001560346372,1.3688521360149997,176.04390242691252,321.2248854181672,30.159389073987306
rxn_197,1.2092466301026235,1.3260624296845753,163.35184508316465,5.837880018559742,333.5591667355567
rxn_1371,1.3250816931821854,1.3930498905051907,176.83737094798957,118.77450348501145,0.0801150944278839
rmg_rxn_511,1.2102744471415852,1.3047003831056014,175.0042726137139,25.574738472276177,76.10425116436969
rmg_rxn_499,1.3431316993656357,1.3540701122584986,170.46183028278998,64.75936344129435,150.57160145620404
rxn_347,1.3355839579394249,1.335935893810712,178.7275541671363,119.79503078885361,0.055933420715677175
rmg_rxn_383,1.2032694544088327,1.3616908286685139,167.8847742762305,182.35248694159935,298.8570305594214
rxn_1603,1.2451042623410022,1.4708976464984262,173.8243503193798,0.02814230039422464,359.97333589166476
rxn_1067,1.3186414628765424,1.3423189927017067,168.62698410676768,96.84010974740026,119.93325973035019
rmg_rxn_226,1.3255920940597372,1.3665840779137763,174.14099198297666,290.3574731951046,343.6730252563596
rxn_91,1.278973580780253,1.3117949999242153,174.98655781193202,154.41739213727223,314.92492770633214
rxn_590,1.2885693618318612,1.4345813644326237,164.0363944233594,239.0097861610679,188.87887798475296
rxn_928,1.2486870546103865,1.446253289933613,174.84869649966498,57.5830351797017,116.90857669116797
rxn_795,1.0696096409672025,1.2292243599148436,174.6958195035809,-10.0,209.256686226457
rxn_778,1.162492243423016,1.3593851724879802,174.3324034310083,329.2193113208774,356.20808088443675
rxn_900,1.2832666668771036,1.4164533267479973,175.63274354862364,322.4877736275542,335.7899517179922
rxn_1913,1.3151037637942864,1.3814947455185802,175.0655950274259,78.26120310431949,241.54506058285486
rxn_881,1.2809676812984025,1.4251144731285224,172.96638007662204,307.07074432482557,19.687025541026205
rxn_111,0.9364353492527278,1.344129420097673,175.8684849971305,-10.0,6.3472492145149255
rxn_1054,1.2287211769270387,1.5011768492855233,170.57273125796152,59.485891288506934,324.7810580538805
rxn_1140,1.3049009685283863,1.4030104303631619,176.4914973266098,95.44698131433509,349.98479295434015
rxn_1865,1.3084052562180042,1.3839292596560406,174.41188330140872,276.2914068682241,36.885969386430105
rmg_rxn_227,1.307816095016807,1.3645743546906377,176.5813342194299,317.0707250257832,313.36089864473547
rmg_rxn_664,1.311781732116141,1.4058468982665437,173.02702295626642,27.24937864181678,239.27689290340095
rxn_871,1.2786518363526849,1.4335487628915065,172.39132101624355,81.83921877249615,337.40070061704733
rmg_rxn_16774,1.223300556883681,1.3234749114278268,179.9858341667081,89.43662670419033,270.56463715479424
rxn_780,1.2312187694325996,1.3063762950531266,164.81286266369213,0.9284199825387504,339.63806492395935
rxn_1209,1.278394121409926,1.4626145146848826,171.11677194595222,218.12185043143788,76.08269989078968
rmg_rxn_302,1.2537100094686158,1.2595375031918328,173.21123321980232,53.145955276198116,62.42917102154933
rxn_944,1.2884552421153201,1.4093551262175386,177.62709269041576,342.01284089220485,76.7679585564515
rmg_rxn_1532,1.2599942731727154,1.3580001806700057,177.61974783399708,32.54970500689602,226.65161735033064
rxn_1989,1.2944521965609694,1.4266638127562834,166.69994217117974,295.8167053247812,61.90024175532355
rxn_581,1.3036024870037317,1.3867438945371093,172.6406244669569,313.1189744183135,77.57326124790964
kfir_rxn_13897,1.1827555795173899,1.3891009433777461,171.4123580376498,359.95270518070544,0.049782971384646726
rxn_1228,1.3152903912825746,1.3823622493167924,173.53471253185165,74.11125260318127,2.0677956082023616
rxn_554,1.326615047425049,1.3431144808379047,177.1711501740815,135.18757136991434,250.80325974232127
rmg_rxn_15711,1.2385064530988001,1.3963277235400324,176.3074811089038,127.1855131819008,267.91761058716287
rxn_1926,1.2800103680369563,1.4068901724147638,176.7888383621967,156.49019515275066,84.5258375821597
rmg_rxn_15371,1.3294727891717575,1.334103222938295,177.55237349147112,328.34677905750846,76.46356901611766
rxn_1265,1.2993056258507352,1.4098426702665,174.69095011240336,62.99385748552359,112.71163389162034
rxn_1177,1.3431325425352934,1.3643185841617236,178.8721165487778,282.1900820693562,121.1766869369078
rmg_rxn_199,1.2922011571898162,1.4192942579476993,174.0851448064796,96.0397423793732,290.35780858829105
rmg_rxn_1523,1.2064973706004536,1.4043139800195876,175.9667116823025,85.93553876822376,255.33743611704628
rmg_rxn_53,1.1696466749538734,1.3265950534811726,171.09987611971243,353.54160382761927,11.328803825597532
rmg_rxn_61,1.214162752192743,1.5846799177087325,175.82481624553637,254.2809640307609,143.28328507875844
rmg_rxn_16791,1.2258748842342209,1.232004472808026,180.0,27.222554509131566,182.7774203639332
rmg_rxn_15590,1.1912592562689124,1.4356792362980504,164.24202572923713,313.7661409544356,319.47232093445257
rxn_366,1.377909313459514,1.393215509745845,175.94007983929654,179.9942194650758,0.006449837181448941
rxn_1310,1.2922070613612056,1.4194486267532542,177.45691021620104,223.89650205428782,68.79870937284623
rxn_935,1.2456160439850226,1.4900267770140483,173.17341202435827,74.82076655241437,11.384797790294757
rxn_931,1.331313938521723,1.3601987688582606,174.43987491792439,258.4092619356881,53.70627201596375
rxn_1276,1.2520168722648966,1.4555772987631266,171.06604051877986,160.04905166922077,251.10430428889063
rxn_3174,1.1335517312904588,1.4605358203960326,165.8496473403119,356.13184806521457,270.25789303748525
rxn_1910,1.3405657455047215,1.3496182078446486,179.10977728486688,232.2708458020432,181.33434659404688
rxn_890,1.293996627078016,1.39770467300076,176.96997027211103,87.51214086967674,336.41569426836844
kfir_rxn_13108,1.1560196518201094,1.76507316675445,174.1431890126435,32.59407444883058,342.8109589451683
rxn_715,1.114290175105867,1.4156600610967998,174.6954235909837,359.9888019457171,0.012523897413631736
rxn_1325,1.3211760997766702,1.3695095724249695,177.85317005160428,28.162475952612493,273.21100879664533
rxn_1499,1.3013926950537247,1.4027631977108355,172.28638739955304,43.23883007101095,11.775196759079845
rmg_rxn_16713,1.1356917523430496,1.4889330300308574,167.64419678539662,180.01953828912653,359.98739402292256
kfir_rxn_13712,1.2927869686254823,1.4163513206608018,176.4195170654501,74.90667711040025,88.84489997691816
rmg_rxn_15517,1.1402969411142387,1.5161880548439126,164.94082745903702,84.23124901350594,41.552829790741534
rxn_143,1.4181421767598794,1.4467528718030294,176.90280328990755,103.56998078531082,-10.0
rmg_rxn_48,1.2035569740727576,1.3151805389688511,173.1417858353943,5.620723598889644,30.004497719939447
rmg_rxn_606,1.2541734642444469,1.3361096187608774,163.70226002189912,5.974028678522027,287.06035964642564
rmg_rxn_26,1.2514276458058105,1.4719069621185494,173.8555084273502,271.49434474111524,116.08193778274658
rmg_rxn_1449,1.2923428037370388,1.3878075851562992,174.544596003106,332.62371933566595,14.966298147727036
rxn_843,1.3355896703307502,1.3359303167495797,178.71903402757107,359.8949659511891,0.0991419692291443
rmg_rxn_15421,1.267224795995612,1.421083083068173,173.15965176828533,322.8047353921894,18.490737131284106
rxn_824,1.0906325462976525,1.2301317025827592,175.012817446259,-10.0,0.0
rxn_949,1.3339963049515733,1.3686283475559848,171.91882406723417,180.00000085377366,60.972618407554464
rxn_1824,1.3047166010186633,1.3777014464252324,176.65102610230966,16.20197991409555,342.17866978519123
rmg_rxn_15477,1.2667873366917541,1.4312923575051282,179.5312688956773,111.59236958915928,79.5540190565959
rxn_256,1.179830934002531,1.374194559531726,162.24022651983057,90.78171580111074,342.17496501796245
rmg_rxn_16532,1.2736319177042652,1.3438163563512568,167.0796862335207,347.8893606273248,46.33840170259436
rxn_596,1.2741756055346625,1.4244534096722519,173.27536038907496,121.57066611088587,157.32786739894837
rxn_1215,1.3097389334516758,1.3839933450544364,175.68572760042267,334.1644968945011,349.6927166197008
rxn_1000,1.3366250393791768,1.3670809023036268,170.71941871461323,96.70457816667539,315.7711913749943
rmg_rxn_339,1.3123049818204109,1.40290761678277,169.8563752996766,307.5862840867848,32.01276735170185
rxn_1216,1.3316119028956868,1.3594494064838778,172.26645134885916,0.33663780448508024,60.83008898992856
rxn_1349,1.3029917129668798,1.3976070986059241,175.82273456189873,61.97138906750624,240.44858956247785
rxn_1237,1.3255648902311425,1.3644978251371738,174.0678492178935,79.58388656996917,341.232545210106
rmg_rxn_187,1.3362544615111704,1.348903664717135,176.77594972376372,58.421745746036,257.63947255331135
rxn_415,1.2300954585521295,1.3218952150354775,171.81818076323034,302.04936555470505,53.27373299054402
rxn_1396,1.3473437845415237,1.3498937194102756,177.69583941173096,224.35768576784494,194.63521960229198
rxn_604,1.296311543327057,1.400200781729711,174.42991170312973,74.79835104708974,231.40877300676866
rxn_912,1.3267522112344732,1.364459558750801,177.33007564587575,125.77564824458044,65.69701256700445
rxn_1982,1.3430139610576064,1.3485896761747282,174.16358408403138,265.9175392107842,351.98855807733213
rmg_rxn_16804,1.2319603008772735,1.3035283678784872,180.0,44.90003992188539,45.106634585844155
rxn_1478,1.2563734174237746,1.4559594679053491,176.79886134195397,89.37582663972988,104.88879116623467
rxn_1180,1.2923035538392298,1.4194237676227228,177.45557426980724,223.88071319982214,68.81742529121212
rxn_114,1.3173153508631448,1.3699797971307857,176.02838315106456,9.06754961530279,19.74862404793342
rxn_182,1.043893639737152,1.2450962199521316,177.92820125925363,-10.0,180.02969171953353
rxn_867,1.2603987647852872,1.4533751897879845,178.11240909383403,0.008966913270444462,240.26034015987142
rxn_1997,1.245640974387385,1.4901395795077068,173.173930591925,74.83974336049317,11.363153697443563
rxn_1181,1.30729136777269,1.4208610188908914,171.3759512509187,238.99613025888877,62.23436871457262
rmg_rxn_1130,1.2356542887325412,1.3017179764921725,172.63803522598562,181.03446632695136,-10.0
rmg_rxn_171,1.1716810447403947,1.446609904513159,175.09089982806586,35.1444068565148,86.22017837507994
rmg_rxn_52,1.1663919477358813,1.2837963387837212,160.10539965308018,357.7897870842708,351.58124200621035
rxn_1314,1.3251873963470266,1.37023916537618,177.9392908869486,232.49881112112962,194.22545788347534
rmg_rxn_311,1.2276606897810582,1.2751690845944392,176.79691760603805,9.224205517759897,237.80606650861316
rmg_rxn_528,1.3024014758227045,1.3981301593301636,176.45228585600785,239.41432496803324,10.840510773333264
rxn_1422,1.3074902336820766,1.401677262828992,175.69082966028932,197.61355366117394,330.1510970064516
rmg_rxn_1563,1.132728205208288,1.3505188103996728,167.19436063646404,344.4082385366131,290.93955495357346
rxn_552,1.3095254797945477,1.3726056666598934,174.24225168496758,236.88036573371642,162.8991297941387
rmg_rxn_1500,1.163906522195953,1.3080694258431478,172.07472923574082,180.0118204243732,179.99150109347377
rxn_1884,1.235596064921961,1.4672473769314787,175.879559365787,295.0246905751079,265.0296318630072
rxn_1529,1.3064686386893427,1.3989038808549692,177.40817294637932,71.08203742123145,350.5652764429769
rxn_89,1.3285144907972593,1.390250509178646,170.61451726524953,-10.0,0.0
rmg_rxn_15585,1.3287981010623249,1.376746845350501,170.79079777769067,33.2347559051247,353.89653187148116
rmg_rxn_610,1.291430985063282,1.30547729160658,149.71035693049186,15.679524293274381,353.10499151179584
rxn_779,1.2329496048763198,1.2978512410205818,176.24474912156825,37.974905895881015,14.250379199655828
rmg_rxn_12,1.3011150218277936,1.534164302367558,167.29077640509962,36.91060205407671,84.9541914406103
rxn_1088,1.3257073781389646,1.3752839055433455,177.5040760224287,14.439596479478164,44.080909721637376
rxn_1671,1.2249187948598284,1.513053048907603,172.8228727966299,181.62452153390225,250.5932782164176
rmg_rxn_1345,1.16686847621604,1.3131397141545031,179.98408791467452,186.31299229178344,143.68813321536211
rxn_1494,1.2287870510565193,1.4972842586799922,171.46835930244137,328.04178212220893,26.52882170366179
rmg_rxn_368,1.179893980840077,1.308838869737381,170.96240537499634,26.61868636796018,56.140252437520694
rmg_rxn_15664,1.1717181291488261,1.501244029113432,170.86474846271386,6.791332044845857,138.3190616784446
rxn_409,1.3303037835718927,1.367293653454263,178.89278737009286,263.0804500357317,81.45474206183545
rxn_124,1.1679861520344748,1.4506216328066988,169.37419590837635,307.299398443847,176.61619336669008
rmg_rxn_16480,1.2022801690396576,1.2661815879394156,174.2720803813773,338.61602336517007,87.69688479672469
rxn_1026,1.3470866008325215,1.3529497204874217,174.64743864265964,311.19560078262845,119.03817448457468
rxn_1795,1.2438409225738034,1.4312401350589254,174.87805387839663,0.00249991280209529,0.0023980257006742823
rxn_127,1.0621877660299284,1.145012399614651,164.27850590013878,-10.0,0.008284166972659986
rxn_389,1.2521971466248847,1.2574972385505099,173.14871219836667,17.397647097198565,26.755056779263807
rxn_1893,1.3269294294207368,1.371073969945574,172.2904024694443,178.71555348564425,273.8507703853016
rxn_1592,1.315175327100573,1.3375785073742728,172.21427285343597,149.26898481160654,325.376289704763
rxn_993,1.3531310400706884,1.3689552431947816,168.2833080638862,180.02245187270958,359.97865553678463
rxn_484,1.2566185728443984,1.3457062254760637,177.48701566601522,241.05472557584446,307.08833300650224
rxn_550,1.29330592066596,1.3837539571483237,176.07348232506834,15.086484424444407,12.161181735379854
rmg_rxn_15509,1.2188608168081054,1.5259119527671499,173.51448980256404,157.9268403083763,62.72157679071596
rxn_2003,1.3533378363207111,1.3542041871179231,174.6800050317866,75.85048928306523,357.624001351315
rxn_1353,1.3127920643233606,1.4044622289427564,174.36827369228988,354.4818853844978,51.31312062371906
rxn_985,1.2669830100825463,1.452165594557564,176.26349294542848,264.63387209946717,253.95651023684712
rxn_396,1.164600427237106,1.3634257854803895,171.660414736987,327.37787798109116,295.7455726919411
rxn_1249,1.303026295315357,1.3926081714358063,177.0492879079199,260.39850193191864,312.28242926153365
rmg_rxn_16531,1.227400718061322,1.3722581836597496,174.40704708170676,344.53737155577204,77.84188224637995
rxn_1862,1.3137191832001405,1.396549420742573,173.45436793047926,359.53407255366335,334.7758544516282
rmg_rxn_21,1.280162722108996,1.397683350506611,177.88741469324307,301.5368412201923,159.3744128382316
rmg_rxn_15486,1.2097722507550335,1.5554735506482769,170.28604568562798,357.97671750753557,330.2719984018117
rmg_rxn_87,1.425608418061762,1.5361227240112936,175.46067563741147,93.39772315617931,232.6137708516168
rmg_rxn_354,1.2402341827632726,1.4726976950401471,170.72502790220895,81.2500730068158,299.5984898791677
rxn_286,0.8273247865227217,1.3393521755621653,162.76583209924516,-10.0,359.9861211863493
rxn_1949,1.3364206076352179,1.3557524370484253,171.13814538132772,300.6938791949048,110.75343164383506
rxn_1030,1.3448269985924541,1.3544401724027113,171.84905913147233,312.45593446117044,80.0333575123474
rmg_rxn_15508,1.2753440299292613,1.4124703480131604,168.39980589872138,346.82236640179445,348.29258515471287
rmg_rxn_638,1.3291598607828772,1.3577587560414548,170.9807345184697,42.31101814487409,343.65394075968067
rmg_rxn_16505,1.2682725505993417,1.3441699059469627,170.04052902472233,350.2300001855415,108.22770358190031
rxn_262,0.8623522424599379,1.452667902764023,179.97727788970275,-10.0,274.23238563209463
rxn_1945,1.3343596482119682,1.3467254520244627,166.58567658717465,250.64551337364838,55.15124489898601
rmg_rxn_15612,1.2433945651142537,1.286685022723909,176.29520999398778,290.0033699236367,42.588864002353354
rxn_1253,1.333036474122384,1.3722034539077361,176.34302808536472,189.48953652644497,357.13675413440086
rxn_1103,1.2813308504228091,1.4333731250266646,175.20155732587259,80.59010741607182,340.54380371629463
rxn_722,1.2014479901299788,1.2796598662023222,156.27771190834414,297.9320829881749,303.7388343867385
rxn_1286,1.3248546952520848,1.326036044596071,178.64047339667394,293.513866541029,243.47222535291078
rmg_rxn_233,1.2395381384979958,1.4892958339152629,171.26783230575901,253.19888332689627,79.23637630852124
rmg_rxn_16802,1.229926289466467,1.323392537151508,179.98780607558876,199.06752587229747,11.614209693024671
